,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
1394,1fef111c8a794f31add9bcb6154d3579,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1510074809,50879700,1409096113050,RANKED_SOLO_5x5,10,12,20,1,0,0,0,0,0,4,1,32601,590,8998,23012,106487,388,37474,68625,65,28932,286,7766,20879,13825,12950,120,0,0,0,0,0,0,0,0,18,BOTTOM,DUO_CARRY,0,1,0,0,0,0,3,0,0,0,50865687,50879700,26858669,27242466,22248866,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,50865687,26858669,27242466,22248866,1,1,31,0,63240000,0.7319444444,2.1958333333,0,1399090664147,10005448903,115.8038067477,347.4114202431,0.006320556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,31,2116219903,3,28,0,0,2.5,7375705903,25,6,0,0
2711,3e75091573bbf7984ef85cb9c19a7c4d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1510141574,50879700,1409098804621,RANKED_SOLO_5x5,2,10,5,0,0,0,0,0,0,10,0,33481,827,18759,13894,61558,15471,63,46023,303,5670,140,63,5467,6816,6185,39,0,0,0,0,0,0,0,0,254,JUNGLE,NONE,0,0,0,0,0,0,1,0,0,0,23537275,50879700,50865687,49330494,47020209,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,23537275,50865687,49330494,47020209,1,1,32,0,65280000,0.7555555556,2.2666666667,0,1399090664147,10008140474,115.8349591898,347.5048775694,0.0065226902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,32,2118911474,3,29,0,0,0.7,7378397474,25,7,0,0
9373,d74084e7e12fc002070cb2d204d6dd2b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1515518070,50879700,1409456631141,RANKED_TEAM_5x5,7,6,6,2,0,0,0,0,0,9,0,24185,1230,11646,11308,175933,0,61651,114281,18,25824,0,10953,14870,13363,13505,227,0,0,0,0,0,0,0,0,18,BOTTOM,DUO_CARRY,0,0,0,0,0,0,2,0,0,0,54956097,50879700,50668956,42692836,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,54956097,50668956,42692836,50865687,1,1,33,0,67320000,0.7791666667,2.3375,0,1399090664147,10365966994,119.976469838,359.9294095139,0.006494329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33,2476737994,3,30,0,0,2.1666666667,7736223994,25,8,0,0
2744,3f515073c15b0a45c73331edd356f1de,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1515662598,50879700,1409460178520,RANKED_TEAM_5x5,0,4,3,0,0,0,0,1,0,5,0,9461,36,2727,6698,43948,3100,10164,30683,386,7734,2225,3464,2045,5035,4788,97,0,0,0,0,0,0,0,0,96,BOTTOM,DUO_CARRY,0,1,0,0,0,0,2,0,0,0,50865687,54956097,50879700,42692836,50668956,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,50865687,54956097,42692836,50668956,1,1,34,0,69360000,0.8027777778,2.4083333333,0,1399090664147,10369514373,120.0175274653,360.0525823958,0.0066888378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,34,2480285373,3,31,0,0,0.75,7739771373,25,9,0,0
7916,b57b6cd4a31db26833e69a6e7db2b814,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1529823377,50879700,1410041908963,RANKED_SOLO_5x5,2,0,7,0,0,0,0,1,0,5,0,7846,178,4385,3283,47677,268,37405,10003,94,7854,48,7148,658,6734,5480,85,0,0,0,0,0,0,0,0,13,TOP,SOLO,1,1,1,1,0,0,6,1,0,0,42231693,39630640,19843610,50879700,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,42231693,39630640,19843610,50865687,0,1,35,0,71400000,0.8263888889,2.4791666667,0,1399090664147,10951244816,126.7505187037,380.2515561111,0.0065198068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,35,3062015816,4,31,0,0,9,8321501816,26,9,0,0
815,130ae2e9d681c27c13e3a6d27496cdf8,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1529881006,50879700,1410043668447,RANKED_SOLO_5x5,1,7,5,0,0,0,0,0,0,21,2,22560,542,10030,11987,15336,0,11187,4149,185,7478,0,5961,1516,6172,5200,13,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,0,1,0,0,0,3,0,0,0,51073595,50879700,50865687,408081,35753703,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,51073595,50865687,408081,35753703,1,1,36,0,73440000,0.85,2.55,0,1399090664147,10953004300,126.7708831019,380.3126493056,0.0067050097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,36,3063775300,4,32,0,0,0.8571428571,8323261300,26,10,0,0
4685,6a93b758e64db505f59a17069e1879a3,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1577279116,50879700,1412987854133,RANKED_SOLO_5x5,14,4,15,1,1,0,0,0,1,9,0,32624,2046,10374,20203,102853,6541,24477,71834,74,29058,6541,7531,14985,13813,11425,131,1,0,0,0,0,0,0,1,122,TOP,SOLO,1,1,1,1,1,0,8,2,3,0,36029791,43729967,34129730,50879700,170695,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,36029791,43729967,34129730,170695,1,1,37,0,75480000,0.8736111111,2.6208333333,0,1399090664147,13897189986,160.8471063194,482.5413189583,0.0054313138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,37,6007960986,23,14,0,0,7.25,11267446986,36,1,0,0
5375,7a3e617d690eaa572591dd4bf6784e79,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1577374207,50879700,1412990634568,RANKED_SOLO_5x5,2,8,8,0,0,0,0,0,0,30,0,27901,1798,9233,16869,18899,0,13563,5336,123,7939,0,6096,1843,6458,5555,15,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,0,0,0,0,54372221,40266572,36029791,50879700,51727603,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,54372221,40266572,36029791,51727603,1,1,38,0,77520000,0.8972222222,2.6916666667,0,1399090664147,13899970421,160.8792872801,482.6378618403,0.0055769903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38,6010741421,23,15,0,0,1.25,11270227421,36,2,0,0
6318,9092b6fa96e4bd5bef75e5a5cc028ce7,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1577422894,50879700,1412993090918,RANKED_SOLO_5x5,1,7,8,0,0,0,0,1,0,31,1,31467,2611,8015,20840,21078,2305,8870,9902,107,6107,0,4377,1729,7581,6945,34,0,0,0,0,0,1,0,0,89,BOTTOM,DUO_SUPPORT,0,0,1,0,0,0,6,1,0,0,23084756,36029791,23624052,44856689,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,23084756,36029791,23624052,44856689,1,1,39,0,79560000,0.9208333333,2.7625,0,1399090664147,13902426771,160.9077172569,482.7231517708,0.0057227419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,39,6013197771,23,16,0,0,1.2857142857,11272683771,36,3,0,0
10646,f30bde72783adb37c378f8329852da41,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1591851675,50879700,1413744227365,RANKED_SOLO_5x5,1,9,10,0,0,0,0,0,0,24,2,24840,2763,5354,16721,19468,0,14980,4488,252,9232,0,7894,1337,7715,7450,24,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,3,0,0,0,50879700,51618775,56520996,24047793,51831554,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,51618775,56520996,24047793,51831554,1,1,40,0,81600000,0.9444444444,2.8333333333,0,1399090664147,14653563218,169.6014261343,508.8042784028,0.0055686115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,40,6764334218,25,15,0,0,1.2222222222,12023820218,36,4,0,0
2057,2f656017190340aba85632e786446039,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1670363115,50879700,1419033947274,RANKED_TEAM_5x5,18,13,12,3,0,0,0,0,0,13,1,42403,633,23695,18075,453870,1267,44255,408348,277,66311,395,6174,59741,24004,23130,342,4,4,0,0,0,1,1,0,222,BOTTOM,DUO_CARRY,1,1,1,1,1,1,10,6,4,1,50668956,50879700,50865687,29604174,42692836,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,50668956,50865687,29604174,42692836,1,1,41,0,83640000,0.9680555556,2.9041666667,0,1399090664147,19943283127,230.8250361921,692.4751085764,0.0041938932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41,12054054127,36,5,0,0,2.3076923077,17313540127,40,1,0,0
5330,7937a4805f059d632bb69d73bbfbb8c6,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1670449036,50879700,1419040338214,RANKED_TEAM_5x5,15,7,16,4,0,0,0,0,0,7,2,19716,733,7595,11387,249524,520,21810,227193,200,39204,232,2792,36180,18338,15880,243,3,2,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,0,0,1,0,0,8,3,1,0,50865687,42692836,50668956,29604174,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,50865687,42692836,50668956,29604174,1,1,42,0,85680000,0.9916666667,2.975,0,1399090664147,19949674067,230.8990054051,692.6970162153,0.004294807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,42,12060445067,36,6,0,0,4.4285714286,17319931067,40,2,0,0
3460,4ed03a9fa888cf76eb1f603e39ce925a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1670741847,50879700,1419045296412,RANKED_TEAM_5x5,7,14,9,0,0,0,0,0,0,10,1,33718,1030,22627,10060,197972,0,17104,180868,83,24794,0,3396,21398,14806,13445,244,1,0,0,0,1,0,0,0,222,BOTTOM,DUO_CARRY,0,0,1,0,1,0,6,0,3,0,50865687,50879700,29604174,50668956,42692836,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,50865687,29604174,50668956,42692836,1,1,43,0,87720000,1.0152777778,3.0458333333,0,1399090664147,19954632265,230.956391956,692.8691758681,0.0043959718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,43,12065403265,36,7,0,0,1.1428571429,17324889265,40,3,0,0
7157,a4bb70ba2e4d44b1d01e8d7f14c217e1,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704282460,50879700,1421878568384,RANKED_SOLO_5x5,7,4,22,0,0,0,0,0,1,22,3,31115,540,20297,10278,61679,3483,44328,13866,363,13812,311,9339,4161,13558,11545,82,0,0,1,0,0,1,0,1,89,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,11,2,4,0,26148551,38788961,50879700,31664012,26098533,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,26148551,38788961,31664012,26098533,1,1,44,0,89760000,1.0388888889,3.1166666667,0,1399090664147,22787904237,263.7488916319,791.2466748958,0.0039389318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44,14898675237,40,4,0,0,7.25,20158161237,43,1,0,0
1164,1a874abdf7096e655ede0938ed425bb2,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704380671,50879700,1421881553346,RANKED_SOLO_5x5,9,4,15,1,1,0,0,0,0,8,1,23560,1690,5929,15940,285093,5701,29739,249653,1309,28028,1260,4893,21874,18233,14235,306,0,2,0,0,0,0,0,0,429,BOTTOM,DUO_CARRY,1,1,0,0,1,0,6,2,2,0,43942046,50879700,20626711,37609196,45426390,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,43942046,20626711,37609196,45426390,1,1,45,0,91800000,1.0625,3.1875,0,1399090664147,22790889199,263.7834398032,791.3503194097,0.0040279253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45,14901660199,40,5,0,0,6,20161146199,43,2,0,0
720,1127abe0d4105677316866e4a3d52819,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704590952,50879700,1421886396655,RANKED_SOLO_5x5,5,5,1,0,0,0,0,0,0,4,0,12094,0,5602,6491,89063,0,2910,86152,248,7547,0,944,6602,8154,7200,155,0,0,0,0,0,0,0,0,429,BOTTOM,DUO_CARRY,0,1,0,0,0,0,1,0,0,0,23755046,50879700,51470176,39871752,21359076,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,23755046,51470176,39871752,21359076,1,1,46,0,93840000,1.0861111111,3.2583333333,0,1399090664147,22795732508,263.8394966204,791.5184898611,0.00411656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,46,14906503508,40,6,0,0,1.2,20165989508,43,3,0,0
6856,9d93421fe09cfea4f843000dcce58227,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704641230,50879700,1421888592243,RANKED_SOLO_5x5,3,9,21,0,0,0,0,0,0,24,0,38952,1682,13406,23864,77869,6534,55697,15636,91,13368,0,10405,2963,12282,11890,91,0,0,0,0,0,0,0,0,89,BOTTOM,DUO_SUPPORT,0,0,0,0,1,0,5,0,3,0,59270316,43904250,33039328,48462877,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,59270316,43904250,33039328,48462877,1,1,47,0,95880000,1.1097222222,3.3291666667,0,1399090664147,22797928096,263.8649085185,791.5947255556,0.0042056453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,47,14908699096,40,7,0,0,2.6666666667,20168185096,43,4,0,0
7919,b598d98f2a46752a6a0570ae1dc03ddf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704705818,50879700,1421891727693,RANKED_SOLO_5x5,9,5,20,1,0,0,0,0,2,8,3,18966,152,7910,10904,198779,695,15049,183034,124,46313,666,3999,41647,15581,13190,212,3,0,0,0,1,0,0,0,222,BOTTOM,DUO_CARRY,1,1,1,1,0,0,10,1,3,0,50879700,42774379,45352842,40382408,42692836,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,42774379,45352842,40382408,42692836,1,1,48,0,97920000,1.1333333333,3.4,0,1399090664147,22801063546,263.9011984491,791.7035953472,0.0042945365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48,14911834546,40,8,0,0,5.8,20171320546,43,5,0,0
10699,f469a0f8aa777d9a44719ba0b96245e9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704751691,50879700,1421894478890,RANKED_SOLO_5x5,8,4,7,2,0,0,0,1,0,4,2,11719,84,4971,6664,63844,0,1324,62519,60,14673,0,603,14069,8749,6800,108,1,0,0,0,0,0,0,0,104,BOTTOM,DUO_CARRY,1,0,1,0,1,0,5,0,2,0,30925978,20120461,58559100,50879700,42692836,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,30925978,20120461,58559100,42692836,1,1,49,0,99960000,1.1569444444,3.4708333333,0,1399090664147,22803814743,263.9330410069,791.7991230208,0.0043834771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,49,14914585743,40,9,0,0,3.75,20174071743,43,6,0,0
6809,9c78377c054853adb8c4dabef37e90ed,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1704781206,50879700,1421896297560,RANKED_SOLO_5x5,15,13,20,3,0,0,0,1,1,7,0,34695,364,16278,18052,314676,1657,27097,285921,290,48587,887,4577,43123,19464,15755,298,3,0,1,0,1,0,0,0,222,BOTTOM,DUO_CARRY,0,1,1,0,1,0,7,1,3,0,50879700,48461880,59503012,42692836,47261228,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,48461880,59503012,42692836,47261228,1,1,50,0,102000000,1.1805555556,3.5416666667,0,1399090664147,22805633413,263.9540904282,791.8622712847,0.0044725791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,50,14916404413,40,10,0,0,2.6923076923,20175890413,43,7,0,0
6055,8a53e14788930d2b889e364083824f71,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1707335363,50879700,1422116119298,RANKED_SOLO_5x5,7,1,13,0,0,0,0,0,0,4,0,15426,0,6159,9267,63029,0,39396,23632,35,7920,0,6653,1266,9943,9140,140,2,0,0,0,0,0,0,1,98,TOP,SOLO,1,0,1,1,1,0,7,2,3,0,29299639,22858701,49172538,50879700,41864391,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,29299639,22858701,49172538,41864391,1,1,51,0,104040000,1.2041666667,3.6125,0,1399090664147,23025455151,266.4983235069,799.4949705208,0.0045184775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,51,15136226151,40,11,0,0,20,20395712151,43,8,0,0
1363,1f335af3c35c1ea4c9ea9190e86b4807,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1707379935,50879700,1422119665867,RANKED_SOLO_5x5,10,5,5,1,0,0,0,0,0,3,0,17119,416,6173,10530,116263,0,11015,105247,268,18939,0,1893,17045,12565,12040,191,3,1,0,0,0,0,1,0,429,BOTTOM,DUO_CARRY,1,1,0,1,1,0,9,2,3,0,61677894,61622885,33984784,35652441,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,61677894,61622885,33984784,35652441,1,1,52,0,106080000,1.2277777778,3.6833333333,0,1399090664147,23029001720,266.5393717593,799.6181152778,0.0046063655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,52,15139772720,40,12,0,0,3,20399258720,43,9,0,0
747,11b1af6abcb0a84c57734dc9f1cebac2,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1707403672,50879700,1422122288517,RANKED_SOLO_5x5,9,9,8,1,0,0,0,0,0,7,1,27175,1204,6080,19890,156167,256,10819,145091,125,34029,160,2523,31345,13132,12920,188,2,0,0,0,1,0,0,0,222,BOTTOM,DUO_CARRY,0,0,1,0,0,0,5,0,1,0,40696146,39903232,39733166,50879700,40380391,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,40696146,39903232,39733166,40380391,1,1,53,0,108120000,1.2513888889,3.7541666667,0,1399090664147,23031624370,266.5697265046,799.7091795139,0.0046944149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,53,15142395370,40,13,0,0,1.8888888889,20401881370,43,10,0,0
5643,80749a311d2c95380a0e46b6c8c20005,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1708815404,50879700,1422218219141,RANKED_SOLO_5x5,4,10,7,0,0,0,0,0,0,5,1,20369,311,8568,11490,141083,899,1402,138781,606,12920,87,1402,11430,11960,11330,218,1,0,0,0,0,0,0,0,429,BOTTOM,DUO_CARRY,0,0,0,0,0,0,4,0,0,0,50879700,30365763,44096412,42692836,39866477,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,30365763,44096412,42692836,39866477,1,1,54,0,110160000,1.275,3.825,0,1399090664147,23127554994,267.6800346528,803.0401039583,0.0047631494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,54,15238325994,40,14,0,0,1.1,20497811994,43,11,0,0
8686,c83089bed6d2192a10a54fe38d1fedd6,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1711381902,50879700,1422412738498,RANKED_SOLO_5x5,1,3,2,0,0,0,0,0,0,7,0,12725,667,1800,10258,146185,266,7874,138044,42,12628,190,241,12197,9963,9190,222,0,0,0,0,0,0,0,0,15,BOTTOM,DUO_CARRY,0,0,0,0,1,0,1,0,1,0,44610442,25180696,35377330,50879700,22351825,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,44610442,25180696,35377330,22351825,1,1,55,0,112200000,1.2986111111,3.8958333333,0,1399090664147,23322074351,269.9314160995,809.7942482986,0.0048108928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,55,15432845351,40,15,0,0,1,20692331351,43,12,0,0
7995,b7a4a7866b892dc242d8a71e49deca4f,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1711416538,50879700,1422415451719,RANKED_SOLO_5x5,17,7,8,2,0,0,0,0,0,6,0,28909,686,16572,11649,303967,392,34571,269003,211,34098,392,4056,29649,21790,17595,304,5,1,1,0,0,0,0,0,104,BOTTOM,DUO_CARRY,1,1,0,1,0,1,11,3,3,1,39168387,21935124,4527,44610442,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,39168387,21935124,4527,44610442,1,1,56,0,114240000,1.3222222222,3.9666666667,0,1399090664147,23324787572,269.9628191204,809.8884573611,0.0048977938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,56,15435558572,40,16,0,0,3.5714285714,20695044572,43,13,0,0
3775,56b08571cab4fba00875a7cbb5fb0bf9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1713453010,50879700,1422574927375,RANKED_SOLO_5x5,10,8,20,1,0,0,0,0,0,5,0,26204,1494,14604,10105,163906,348,142099,21458,1649,43176,176,41297,1702,17468,17480,182,1,0,0,0,0,0,0,1,61,MIDDLE,SOLO,0,0,0,1,1,0,11,5,3,0,44613204,55897224,60249111,50879700,51438853,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,44613204,55897224,60249111,51438853,1,1,57,0,116280000,1.3458333333,4.0375,0,1399090664147,23484263228,271.8086021759,815.4258065278,0.0049514008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,57,15595034228,40,17,0,0,3.75,20854520228,43,14,0,0
436,0a5157a8cd8cf666fbc3d0b9a25a13ae,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1716111654,50879700,1422766102288,RANKED_TEAM_5x5,21,0,4,6,3,0,0,0,0,3,0,7569,0,1472,6096,145062,1956,6096,137009,469,31053,1290,2067,27696,12451,9430,174,3,1,0,0,0,1,1,0,222,BOTTOM,DUO_CARRY,1,1,1,1,1,0,7,1,2,0,54956097,50865687,42692836,50879700,44610442,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,54956097,50865687,42692836,44610442,1,1,58,0,118320000,1.3694444444,4.1083333333,0,1399090664147,23675438141,274.0212747801,822.0638243403,0.0049975844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,58,15786209141,40,18,0,0,25,21045695141,43,15,0,0
480,0b9678eda9cfc4e9b245e4be57a89ed9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1716160611,50879700,1422767774478,RANKED_TEAM_5x5,9,2,13,2,1,0,0,0,0,5,2,10596,559,5782,4255,109341,638,770,107932,274,21647,478,549,20620,10523,7790,143,2,0,0,0,1,0,0,0,222,BOTTOM,DUO_CARRY,1,1,1,0,1,0,4,0,1,0,54956097,42692836,50879700,44610442,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,54956097,42692836,44610442,50865687,1,1,59,0,120360000,1.3930555556,4.1791666667,0,1399090664147,23677110331,274.040628831,822.1218864931,0.0050833906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,59,15787881331,40,19,0,0,11,21047367331,43,16,0,0
9237,d49134aa2cd8ab585d1e71c2aa26b90a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1716191188,50879700,1422769689670,RANKED_TEAM_5x5,17,5,9,3,0,0,0,0,1,6,2,18264,0,9645,8618,232772,1174,20917,210680,197,39461,461,4038,34962,16998,13890,212,2,0,1,0,0,1,0,1,104,BOTTOM,DUO_CARRY,1,1,1,1,1,0,10,2,3,0,54956097,42692836,50865687,44610442,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,54956097,42692836,50865687,44610442,1,1,60,0,122400000,1.4166666667,4.25,0,1399090664147,23679025523,274.0627954051,822.1883862153,0.0051691316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,60,15789796523,40,20,0,0,5.2,21049282523,43,17,0,0
