,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
6501,94c38c66951412be2d08cd8564d63866,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1721153717,50879700,1423188949496,RANKED_SOLO_5x5,13,5,6,2,1,0,0,1,0,8,3,20423,646,8889,10888,187255,685,19271,167298,177,29609,492,3075,26041,15488,14800,233,3,1,0,0,0,0,0,1,104,BOTTOM,DUO_CARRY,1,1,1,1,1,0,11,5,3,0,44610442,22005852,41653,32719706,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,44610442,22005852,41653,32719706,1,1,74,0,150960000,1.7472222222,5.2416666667,0,1399090664147,24098285349,278.9153396875,836.7460190625,0.0062643461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74,16209056349,40,34,0,0,3.8,21468542349,43,31,0,0
5515,7d8919a64779edff1e6c23feb9bfacef,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1721726820,50879700,1423263481872,RANKED_SOLO_5x5,2,5,1,0,0,0,0,0,0,2,0,10567,375,1414,8778,58067,0,1074,56993,46,5627,0,451,5176,6725,5700,114,0,0,0,0,0,0,0,0,104,BOTTOM,DUO_CARRY,0,0,0,0,0,0,3,0,0,0,19925543,50879700,31011513,44610442,49560368,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,19925543,31011513,44610442,49560368,1,1,75,0,153000000,1.7708333333,5.3125,0,1399090664147,24172817725,279.7779829282,839.3339487847,0.0063294235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,75,16283588725,40,35,0,0,0.6,21543074725,43,32,0,0
9908,e2e287617b4dc2cb8722afbfcf3a0f3b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1721791792,50879700,1423265193169,RANKED_SOLO_5x5,10,10,4,2,0,0,0,0,0,4,0,24078,532,3906,19639,175594,0,6430,169164,51,20870,0,1549,19320,13939,13095,228,1,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,0,0,0,0,0,2,0,1,0,43192393,42685336,50879700,40928821,44610442,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,43192393,42685336,40928821,44610442,1,1,76,0,155040000,1.7944444444,5.3833333333,0,1399090664147,24174529022,279.7977896065,839.3933688194,0.0064133618,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,76,16285300022,40,36,0,0,1.4,21544786022,43,33,0,0
10490,efcea129bfb5e95363935795c673afe5,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1724765647,50879700,1423449707859,RANKED_SOLO_5x5,1,5,24,0,0,0,0,0,2,28,1,29600,337,12375,16887,39742,10143,15059,14540,100,10329,0,7180,3148,11024,9635,58,1,0,0,0,0,0,0,0,89,BOTTOM,DUO_SUPPORT,1,0,0,1,1,0,9,1,4,0,34262611,48551057,58271660,47124355,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,34262611,48551057,58271660,47124355,1,1,77,0,157080000,1.8180555556,5.4541666667,0,1399090664147,24359043712,281.9333762963,845.8001288889,0.006448529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,77,16469814712,40,37,0,0,5,21729300712,43,34,0,0
5461,7c5815b295335bb3a477a9a0d85903b0,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1734417846,50879700,1424230703392,RANKED_SOLO_5x5,3,6,5,0,0,0,0,0,0,4,0,33900,4709,17442,11748,64273,0,40183,24090,165,13532,0,10840,2691,8854,8515,113,0,0,0,0,0,0,0,0,98,TOP,SOLO,0,0,0,0,0,0,3,0,0,0,20836529,31855297,50879700,28070125,19775774,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,20836529,31855297,28070125,19775774,1,1,78,0,159120000,1.8416666667,5.525,0,1399090664147,25140039245,290.9726764468,872.9180293403,0.0063293457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,78,17250810245,40,38,0,0,1.3333333333,22510296245,43,35,0,0
3567,5145a27f8b87122aa84ef72d929f12af,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1747381138,50879700,1425252390820,RANKED_SOLO_5x5,4,7,26,1,0,0,0,0,1,22,5,42258,6601,10685,24971,53992,10401,27975,15615,1010,18279,769,14218,3291,12813,12505,60,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,1,1,0,0,0,7,1,2,0,47044597,44857589,49799328,26697190,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,47044597,44857589,49799328,26697190,1,1,79,0,161160000,1.8652777778,5.5958333333,0,1399090664147,26161726673,302.797762419,908.3932872569,0.0061601439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,79,18272497673,40,39,0,0,4.2857142857,23531983673,57,22,0,0
10741,f546f45ac3c080fe0e0badf3e1abacf9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1750283183,50879700,1425517065250,RANKED_SOLO_5x5,2,5,20,0,0,0,0,0,1,28,4,24421,2444,10374,11602,40611,0,32619,7991,220,14579,0,12980,1599,11211,10865,23,0,0,0,0,0,1,0,0,16,BOTTOM,DUO_SUPPORT,0,1,1,0,1,0,5,0,1,0,41903251,21049897,32569333,34132243,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,41903251,21049897,32569333,34132243,1,1,80,0,163200000,1.8888888889,5.6666666667,0,1399090664147,26426401103,305.8611238773,917.5833716319,0.0061756423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,80,18537172103,40,40,0,0,4.4,23796658103,62,18,0,0
2805,40d72dc767aad167eb410af98d0112c0,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1764822528,50879700,1426728824775,RANKED_SOLO_5x5,6,8,4,1,0,0,0,0,0,4,2,20362,117,5893,14351,136833,1831,2617,132384,386,19337,1446,1449,16441,10817,9840,176,2,0,0,0,0,0,0,0,429,BOTTOM,DUO_CARRY,0,1,0,0,0,0,2,0,0,0,21313818,26145454,36693287,60679743,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,21313818,26145454,36693287,60679743,1,1,81,0,165240000,1.9125,5.7375,0,1399090664147,27638160628,319.8861183796,959.6583551389,0.0059786902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81,19748931628,40,41,0,0,1.25,25008417628,77,4,0,0
6773,9b933fbf73b1633dfc20b46d7577c652,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1769284707,50879700,1427074813730,RANKED_SOLO_5x5,11,4,10,2,0,0,0,0,0,5,1,23683,690,7886,15106,336473,651,27398,308424,123,39502,280,3846,35375,18251,17025,323,4,1,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,1,0,1,0,1,1,8,2,4,1,39742282,27441874,42692836,31744706,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,39742282,27441874,42692836,31744706,1,1,82,0,167280000,1.9361111111,5.8083333333,0,1399090664147,27984149583,323.8906201736,971.6718605208,0.0059776696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,82,20094920583,43,39,0,0,5.25,25354406583,78,4,0,0
11154,febddbc0f63d4ed7fc22fd09f526d70a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1769332724,50879700,1427077873186,RANKED_SOLO_5x5,13,5,11,4,0,0,0,0,0,3,0,17073,164,4530,12378,204192,150,14745,189296,79,34146,50,2374,31722,15448,12655,202,1,0,0,0,0,0,0,1,222,BOTTOM,DUO_CARRY,1,0,0,1,0,1,8,1,1,1,30450772,42692836,41006934,49720523,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,30450772,42692836,41006934,49720523,1,1,83,0,169320000,1.9597222222,5.8791666667,0,1399090664147,27987209039,323.926030544,971.7780916319,0.0060499066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,83,20097980039,43,40,0,0,4.8,25357466039,78,5,0,0
324,07cd31a1b440cf064ffad4bee0d1381a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1770273558,50879700,1427160619420,RANKED_SOLO_5x5,2,4,4,0,0,0,0,0,1,7,0,16888,1039,9055,6793,197306,0,16938,180367,29,16926,0,1755,15170,11338,9655,250,1,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,0,0,0,0,0,2,0,0,0,47806044,42692836,26667043,39999222,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,47806044,42692836,26667043,39999222,1,1,84,0,171360000,1.9833333333,5.95,0,1399090664147,28069955273,324.8837415856,974.6512247569,0.0061047479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,84,20180726273,43,41,0,0,1.5,25440212273,78,6,0,0
5656,80dedd99610ec1f471e89d959faa61a9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1770318318,50879700,1427163419903,RANKED_SOLO_5x5,2,9,2,0,0,0,0,0,0,3,0,20240,188,11026,9026,96434,0,645,95789,39,11430,0,480,10949,7838,7755,160,0,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,1,0,0,1,0,0,0,1,0,29395197,40830202,42692836,50879700,40976292,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,29395197,40830202,42692836,40976292,1,1,85,0,173400000,2.0069444444,6.0208333333,0,1399090664147,28072755756,324.9161545833,974.74846375,0.0061768072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,85,20183526756,43,42,0,0,0.4444444444,25443012756,78,7,0,0
3963,5ab7e70720abd8b1494977fd34a20aa6,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1773240026,50879700,1427418756669,RANKED_SOLO_5x5,16,8,9,4,2,0,0,0,0,7,1,25371,1399,7203,16768,246663,1012,20989,224662,187,45992,704,4441,40847,18396,16000,207,4,2,0,0,0,0,1,0,222,BOTTOM,DUO,1,0,0,1,0,1,11,3,2,1,50879700,25395286,50668956,63412758,91752,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,25395286,50668956,63412758,91752,1,1,86,0,175440000,2.0305555556,6.0916666667,0,1399090664147,28328092522,327.8714412269,983.6143236806,0.0061931455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,86,20438863522,43,43,0,0,3.125,25698349522,78,8,0,0
10633,f2dc7d24df7e4ee1e59b5c14cfaa9e58,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1773344960,50879700,1427425911463,RANKED_SOLO_5x5,9,8,21,0,0,0,0,0,0,6,0,18265,539,9448,8278,116962,1340,100415,15206,384,22480,1264,19945,1271,13166,11505,130,0,0,0,0,0,0,0,1,127,MIDDLE,SOLO,1,1,1,1,1,0,8,1,4,0,50879700,50865687,36825883,23021862,45186692,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,50865687,36825883,23021862,45186692,1,1,87,0,177480000,2.0541666667,6.1625,0,1399090664147,28335247316,327.9542513426,983.8627540278,0.0062635769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,87,20446018316,43,44,0,0,3.75,25705504316,78,9,0,0
3171,48befe0ed359592dc842e2f5d4084480,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1773368606,50879700,1427428537918,RANKED_SOLO_5x5,10,11,6,2,0,0,0,0,0,1,1,26931,335,18019,8576,202606,0,16671,185935,59,35200,0,4440,30760,14006,11855,249,1,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,1,1,0,0,0,4,0,1,0,43621578,50865687,50511185,50879700,20093460,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,43621578,50865687,50511185,20093460,0,1,88,0,179520000,2.0777777778,6.2333333333,0,1399090664147,28337873771,327.9846501273,983.9539503819,0.0063349848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,88,20448644771,43,45,0,0,1.4545454545,25708130771,78,10,0,0
8895,ccd5a897e20e92b3e4f8e0ca8ff56672,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1773435316,50879700,1427432910638,RANKED_SOLO_5x5,8,8,11,1,0,0,0,0,0,3,0,50337,3300,20838,26199,97344,0,70721,26623,423,23258,0,18629,4628,12237,11590,121,0,0,0,0,0,0,0,0,98,TOP,SOLO,0,1,0,0,1,1,3,0,1,1,20937281,21834787,21065251,29631931,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,20937281,21834787,21065251,29631931,1,1,89,0,181560000,2.1013888889,6.3041666667,0,1399090664147,28342246491,328.0352603125,984.1057809375,0.0064059848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,89,20453017491,43,46,0,0,2.375,25712503491,78,11,0,0
2387,3640c4c54ba9acdb555bdc50af614cdc,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1773472539,50879700,1427435920965,RANKED_SOLO_5x5,2,6,23,0,0,0,0,0,0,15,2,22493,1907,7454,13131,36100,1052,25222,9825,212,11846,1052,8807,1986,10458,8765,27,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,11,3,1,0,53834536,56492078,37915690,50879700,64900425,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,53834536,56492078,37915690,64900425,0,1,90,0,183600000,2.125,6.375,0,1399090664147,28345256818,328.0701020602,984.2103061806,0.0064772742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,90,20456027818,43,47,0,0,4.1666666667,25715513818,78,12,0,0
10111,e77e9f024f65a8c4dcbff3036e3faf29,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774230360,50879700,1427503441772,RANKED_SOLO_5x5,15,8,18,3,2,1,0,0,0,5,1,21608,730,6954,13924,159405,1086,147069,11250,401,37553,1086,34872,1594,15935,14615,164,1,0,1,0,0,0,0,0,127,MIDDLE,SOLO,1,1,0,1,0,0,6,1,1,1,50879700,32033035,50865687,20556185,21197972,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,32033035,50865687,20556185,21197972,1,1,91,0,185640000,2.1486111111,6.4458333333,0,1399090664147,28412777625,328.8515928819,986.5547786458,0.0065336801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,91,20523548625,43,48,0,0,4.125,25783034625,78,13,0,0
9688,ddc5b76494526739f47cfab744112f6e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774274725,50879700,1427506481695,RANKED_SOLO_5x5,22,6,11,6,1,0,0,0,0,5,1,17725,40,8627,9057,220946,1249,23959,195737,198,39618,956,4700,33961,17045,16745,196,2,1,1,0,1,0,0,1,222,BOTTOM,DUO_CARRY,1,1,1,1,1,0,10,3,4,0,22548932,50865687,26259440,50735165,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,22548932,50865687,26259440,50735165,1,1,92,0,187680000,2.1722222222,6.5166666667,0,1399090664147,28415817548,328.8867771759,986.6603315278,0.0066047721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,92,20526588548,43,49,0,0,5.5,25786074548,78,14,0,0
3087,46e4f30db01598ad2afa71126c5c5a38,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774326214,50879700,1427509073892,RANKED_SOLO_5x5,3,12,8,0,0,0,0,0,0,2,0,26525,1281,5006,20238,78757,0,6181,72576,38,9798,0,1443,8354,9562,8750,154,2,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,1,0,0,0,0,4,0,0,0,23059394,45668018,50865687,50879700,26076088,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,23059394,45668018,50865687,26076088,1,1,93,0,189720000,2.1958333333,6.5875,0,1399090664147,28418409745,328.916779456,986.7503383681,0.0066759541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,93,20529180745,43,50,0,0,0.9166666667,25788666745,78,15,0,0
6362,91ad9101f18c1c94f70b6f5dbdbd9d5f,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774359098,50879700,1427511346372,RANKED_SOLO_5x5,8,15,14,0,0,0,0,0,0,3,0,34678,1498,10916,22262,149274,952,15496,132825,152,25249,452,3641,21155,14159,13720,155,1,0,0,0,0,0,0,0,222,BOTTOM,DUO,0,0,0,0,0,0,5,0,0,0,50865687,49278989,22843649,52974401,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,50865687,49278989,22843649,52974401,1,1,94,0,191760000,2.2194444444,6.6583333333,0,1399090664147,28420682225,328.9430813079,986.8292439236,0.006747199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,94,20531453225,43,51,0,0,1.4666666667,25790939225,78,16,0,0
5726,82713e12feeec336da3b9c25b727141d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774802924,50879700,1427561895247,RANKED_SOLO_5x5,0,5,4,0,0,0,0,0,0,8,0,11228,440,1838,8949,11699,0,7604,4095,37,5201,0,3691,1510,3883,3775,7,0,0,0,0,0,0,0,0,53,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,0,0,0,0,47270537,30429850,32579809,29549512,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,47270537,30429850,32579809,29549512,0,1,95,0,193800000,2.2430555556,6.7291666667,0,1399090664147,28471231100,329.5281377315,988.5844131944,0.0068068711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,95,20582002100,43,52,0,0,0.8,25841488100,78,17,0,0
582,0df56ce8a8614bb7f58ae9bf1d7c94af,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1774799033,50879700,1427563514991,RANKED_SOLO_5x5,21,8,7,4,3,1,0,0,0,7,1,30789,890,15029,14870,251824,1364,228491,21969,16,55052,1364,52186,1501,20113,16830,259,0,0,0,0,0,0,0,0,55,MIDDLE,SOLO,0,0,1,0,1,0,5,0,4,0,50879700,24733021,29265120,48023609,41254659,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24733021,29265120,48023609,41254659,1,1,96,0,195840000,2.2666666667,6.8,0,1399090664147,28472850844,329.5468847685,988.6406543056,0.0068781311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,96,20583621844,43,53,0,0,3.5,25843107844,78,18,0,0
8709,c8b6201ba5f944a89ce94d1e2a008733,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1776722358,50879700,1427681702724,RANKED_SOLO_5x5,0,2,0,0,0,0,0,0,0,1,0,6809,438,1366,5005,37735,206,33248,4280,0,3840,206,3442,191,4319,4075,77,0,0,0,0,0,0,0,0,55,MIDDLE,SOLO,0,1,1,0,0,0,1,0,0,0,50879700,27727207,32886967,45511294,50662431,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,27727207,32886967,45511294,50662431,0,1,97,0,197880000,2.2902777778,6.8708333333,0,1399090664147,28591038577,330.9147983449,992.7443950347,0.0069210497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,97,20701809577,43,54,0,0,0,25961295577,78,19,0,0
7693,b05dde498c23d25f70dbc03086054bb9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1781852352,50879700,1428036887336,RANKED_SOLO_5x5,7,4,11,2,0,0,0,0,0,6,0,16351,132,3486,12733,131226,924,1657,128645,129,20620,660,879,19081,12175,10785,163,1,1,0,0,0,0,1,0,104,BOTTOM,DUO_CARRY,1,0,0,1,0,0,8,2,2,0,60120327,36663429,39504599,50879700,36533535,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,60120327,36663429,39504599,36533535,1,1,98,0,199920000,2.3138888889,6.9416666667,0,1399090664147,28946223189,335.0257313542,1005.0771940625,0.0069066005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,98,21056994189,43,55,0,0,4.5,26316480189,79,19,0,0
11022,fb5f2b37e8b4069059f5427fd41e4c25,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1786029540,50879700,1428299098965,RANKED_SOLO_5x5,13,1,7,0,0,0,0,0,0,2,1,11965,172,2731,9061,223656,1605,577,221473,244,28743,533,577,27632,15071,13065,243,3,2,0,0,0,1,1,0,222,BOTTOM,DUO_CARRY,1,1,1,1,1,1,10,2,2,1,50879700,50865687,40522457,45458336,22035824,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,50865687,40522457,45458336,22035824,1,1,99,0,201960000,2.3375,7.0125,0,1399090664147,29208434818,338.0605881713,1014.1817645139,0.006914441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,99,21319205818,43,56,0,0,20,26578691818,80,19,0,0
7706,b0a6d0250ac6855c829376c5a68df0fb,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1786859760,50879700,1428364075192,RANKED_SOLO_5x5,2,0,12,0,0,0,0,0,0,12,1,10198,970,6296,2932,9150,0,6973,2176,80,4609,0,3990,619,5989,5000,7,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,0,0,0,1,0,4,0,2,0,31756856,22202255,50865687,50879700,51047353,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,31756856,22202255,50865687,51047353,1,1,100,0,204000000,2.3611111111,7.0833333333,0,1399090664147,29273411045,338.8126278356,1016.4378835069,0.0069687813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,100,21384182045,43,57,0,0,14,26643668045,80,20,0,0
8359,c01d3e2581b2fb9e1827e7eed5e93aa3,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1786902484,50879700,1428365971392,RANKED_SOLO_5x5,3,10,22,0,0,0,0,0,0,31,1,37856,470,13500,23885,28987,0,21995,6991,435,11765,0,10333,1432,11913,10615,17,0,1,0,0,0,1,0,0,412,BOTTOM,DUO_SUPPORT,1,1,1,0,1,1,9,2,4,1,50865687,56428664,50879700,39581247,24422174,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,50865687,56428664,39581247,24422174,1,1,101,0,206040000,2.3847222222,7.1541666667,0,1399090664147,29275307245,338.8345745949,1016.5037237847,0.0070380132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,101,21386078245,43,58,0,0,2.5,26645564245,80,21,0,0
5236,7737f1cfe3c269982a467043aacccc51,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1787764122,50879700,1428450413014,RANKED_SOLO_5x5,2,1,9,0,0,0,0,0,0,7,0,35498,318,17878,17301,155069,11089,115617,28362,3232,16028,1468,11502,3057,11391,10615,220,2,0,0,0,0,0,0,1,31,TOP,SOLO,1,1,1,1,1,1,9,2,4,1,38602577,487976,34944498,50879700,47279622,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,38602577,487976,34944498,47279622,1,1,102,0,208080000,2.4083333333,7.225,0,1399090664147,29359748867,339.8119081829,1019.4357245486,0.0070872541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,102,21470519867,43,59,0,0,11,26730005867,80,22,0,0
6256,8f245d78d3e665e0095fa1b4368888b3,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1787816873,50879700,1428453321929,RANKED_SOLO_5x5,4,8,32,0,0,0,0,0,1,29,5,36913,4000,9633,23278,95656,0,82464,13191,461,19386,0,15940,3445,14749,13670,58,1,1,1,0,0,0,0,0,127,BOTTOM,DUO_SUPPORT,1,1,0,1,1,0,10,4,3,1,24934299,29233166,25922371,47177332,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,24934299,29233166,25922371,47177332,1,1,103,0,210120000,2.4319444444,7.2958333333,0,1399090664147,29362657782,339.8455761806,1019.5367285417,0.007156028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,103,21473428782,43,60,0,0,4.5,26732914782,80,23,0,0
